,title,title_detail,links,link,id,guidislink,published,published_parsed,summary,summary_detail,source,sub_articles
0,Sweden's north frets over financial risks as green boom stumbles - Reuters,"{'type': 'text/plain', 'language': None, 'base': '', 'value': ""Sweden's north frets over financial risks as green boom stumbles - Reuters""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMisAFBVV95cUxQUnp6Q3JVNllHbkV0VE9RcUhkN0E2cWs0bnpXMHVVSWhlYWp4MXJiNlE1Q1B3Sk40azFJcGlhd0JBaVBGdHNVX1JQZmJFb1M0bVZabm5DMi0zaUlvdkt0Y2pfNll2bUkzdGdhd1EwSUJRV21iN1ZCdnJxVEVCdmhsTjBUTXBUb0lJMlpUdzVQTnk3LUNTd1dDNmZRdUNwTS1yVWM2OFBYa19pYmZBS2h6cQ?oc=5'}]",https://news.google.com/rss/articles/CBMisAFBVV95cUxQUnp6Q3JVNllHbkV0VE9RcUhkN0E2cWs0bnpXMHVVSWhlYWp4MXJiNlE1Q1B3Sk40azFJcGlhd0JBaVBGdHNVX1JQZmJFb1M0bVZabm5DMi0zaUlvdkt0Y2pfNll2bUkzdGdhd1EwSUJRV21iN1ZCdnJxVEVCdmhsTjBUTXBUb0lJMlpUdzVQTnk3LUNTd1dDNmZRdUNwTS1yVWM2OFBYa19pYmZBS2h6cQ?oc=5,CBMisAFBVV95cUxQUnp6Q3JVNllHbkV0VE9RcUhkN0E2cWs0bnpXMHVVSWhlYWp4MXJiNlE1Q1B3Sk40azFJcGlhd0JBaVBGdHNVX1JQZmJFb1M0bVZabm5DMi0zaUlvdkt0Y2pfNll2bUkzdGdhd1EwSUJRV21iN1ZCdnJxVEVCdmhsTjBUTXBUb0lJMlpUdzVQTnk3LUNTd1dDNmZRdUNwTS1yVWM2OFBYa19pYmZBS2h6cQ,False,"Wed, 18 Dec 2024 17:27:01 GMT","time.struct_time(tm_year=2024, tm_mon=12, tm_mday=18, tm_hour=17, tm_min=27, tm_sec=1, tm_wday=2, tm_yday=353, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxQUnp6Q3JVNllHbkV0VE9RcUhkN0E2cWs0bnpXMHVVSWhlYWp4MXJiNlE1Q1B3Sk40azFJcGlhd0JBaVBGdHNVX1JQZmJFb1M0bVZabm5DMi0zaUlvdkt0Y2pfNll2bUkzdGdhd1EwSUJRV21iN1ZCdnJxVEVCdmhsTjBUTXBUb0lJMlpUdzVQTnk3LUNTd1dDNmZRdUNwTS1yVWM2OFBYa19pYmZBS2h6cQ?oc=5"" target=""_blank"">Sweden's north frets over financial risks as green boom stumbles</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>","{'type': 'text/html', 'language': None, 'base': '', 'value': '<a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxQUnp6Q3JVNllHbkV0VE9RcUhkN0E2cWs0bnpXMHVVSWhlYWp4MXJiNlE1Q1B3Sk40azFJcGlhd0JBaVBGdHNVX1JQZmJFb1M0bVZabm5DMi0zaUlvdkt0Y2pfNll2bUkzdGdhd1EwSUJRV21iN1ZCdnJxVEVCdmhsTjBUTXBUb0lJMlpUdzVQTnk3LUNTd1dDNmZRdUNwTS1yVWM2OFBYa19pYmZBS2h6cQ?oc=5"" target=""_blank"">Sweden\'s north frets over financial risks as green boom stumbles</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>'}","{'href': 'https://www.reuters.com', 'title': 'Reuters'}",[]
1,Klarna Tells Employees It Will Start Drug Testing Workers in Sweden - Business Insider,"{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Klarna Tells Employees It Will Start Drug Testing Workers in Sweden - Business Insider'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMijwFBVV95cUxNemNOUkdYSS1jMGh2c2VpWHBRRTlxeElNeFFNSGV3ZnVEazBZenpzT3BpaDlJQlJqQk1fTDFQUUpOckJLbnlfMG4zVk5QNzM2a1hZa200dDZpZDBUS3RkbkVrbE13MnRiSHQ2U0ZKYkZnb2RWakRBb0ZrRWNoa3VlbVN6MEpETjZkRnRxaG94MA?oc=5'}]",https://news.google.com/rss/articles/CBMijwFBVV95cUxNemNOUkdYSS1jMGh2c2VpWHBRRTlxeElNeFFNSGV3ZnVEazBZenpzT3BpaDlJQlJqQk1fTDFQUUpOckJLbnlfMG4zVk5QNzM2a1hZa200dDZpZDBUS3RkbkVrbE13MnRiSHQ2U0ZKYkZnb2RWakRBb0ZrRWNoa3VlbVN6MEpETjZkRnRxaG94MA?oc=5,CBMijwFBVV95cUxNemNOUkdYSS1jMGh2c2VpWHBRRTlxeElNeFFNSGV3ZnVEazBZenpzT3BpaDlJQlJqQk1fTDFQUUpOckJLbnlfMG4zVk5QNzM2a1hZa200dDZpZDBUS3RkbkVrbE13MnRiSHQ2U0ZKYkZnb2RWakRBb0ZrRWNoa3VlbVN6MEpETjZkRnRxaG94MA,False,"Mon, 16 Dec 2024 17:51:00 GMT","time.struct_time(tm_year=2024, tm_mon=12, tm_mday=16, tm_hour=17, tm_min=51, tm_sec=0, tm_wday=0, tm_yday=351, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMijwFBVV95cUxNemNOUkdYSS1jMGh2c2VpWHBRRTlxeElNeFFNSGV3ZnVEazBZenpzT3BpaDlJQlJqQk1fTDFQUUpOckJLbnlfMG4zVk5QNzM2a1hZa200dDZpZDBUS3RkbkVrbE13MnRiSHQ2U0ZKYkZnb2RWakRBb0ZrRWNoa3VlbVN6MEpETjZkRnRxaG94MA?oc=5"" target=""_blank"">Klarna Tells Employees It Will Start Drug Testing Workers in Sweden</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Business Insider</font>","{'type': 'text/html', 'language': None, 'base': '', 'value': '<a href=""https://news.google.com/rss/articles/CBMijwFBVV95cUxNemNOUkdYSS1jMGh2c2VpWHBRRTlxeElNeFFNSGV3ZnVEazBZenpzT3BpaDlJQlJqQk1fTDFQUUpOckJLbnlfMG4zVk5QNzM2a1hZa200dDZpZDBUS3RkbkVrbE13MnRiSHQ2U0ZKYkZnb2RWakRBb0ZrRWNoa3VlbVN6MEpETjZkRnRxaG94MA?oc=5"" target=""_blank"">Klarna Tells Employees It Will Start Drug Testing Workers in Sweden</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Business Insider</font>'}","{'href': 'https://www.businessinsider.com', 'title': 'Business Insider'}",[]
2,Sweden's finance ministry cuts economic growth forecast through 2026 - Investing.com,"{'type': 'text/plain', 'language': None, 'base': '', 'value': ""Sweden's finance ministry cuts economic growth forecast through 2026 - Investing.com""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMiwgFBVV95cUxNMHNCcTJZNDVhYkdQRmpiWjdqY3hsTmwwbkhtYk5jUlFMc1BPUXB6MGkybHItbGYyOVV5NXl1OGp2YV9MUWo5Y0UtY3ViWlJIbU1LVnp2WXEwdmI0Y25rX002SEtZY2RKejRMR2pfOEZuQWN6MGliUmJSUnpaZVZNUklReVJqT2lxYkphMGtxTU9JdnVySkpaYVVvRmU0NHowNHhGaFJON0hPc0FvMURZSEoyai1LaVJscFdacnRZRVhYUQ?oc=5'}]",https://news.google.com/rss/articles/CBMiwgFBVV95cUxNMHNCcTJZNDVhYkdQRmpiWjdqY3hsTmwwbkhtYk5jUlFMc1BPUXB6MGkybHItbGYyOVV5NXl1OGp2YV9MUWo5Y0UtY3ViWlJIbU1LVnp2WXEwdmI0Y25rX002SEtZY2RKejRMR2pfOEZuQWN6MGliUmJSUnpaZVZNUklReVJqT2lxYkphMGtxTU9JdnVySkpaYVVvRmU0NHowNHhGaFJON0hPc0FvMURZSEoyai1LaVJscFdacnRZRVhYUQ?oc=5,CBMiwgFBVV95cUxNMHNCcTJZNDVhYkdQRmpiWjdqY3hsTmwwbkhtYk5jUlFMc1BPUXB6MGkybHItbGYyOVV5NXl1OGp2YV9MUWo5Y0UtY3ViWlJIbU1LVnp2WXEwdmI0Y25rX002SEtZY2RKejRMR2pfOEZuQWN6MGliUmJSUnpaZVZNUklReVJqT2lxYkphMGtxTU9JdnVySkpaYVVvRmU0NHowNHhGaFJON0hPc0FvMURZSEoyai1LaVJscFdacnRZRVhYUQ,False,"Wed, 18 Dec 2024 11:49:45 GMT","time.struct_time(tm_year=2024, tm_mon=12, tm_mday=18, tm_hour=11, tm_min=49, tm_sec=45, tm_wday=2, tm_yday=353, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMiwgFBVV95cUxNMHNCcTJZNDVhYkdQRmpiWjdqY3hsTmwwbkhtYk5jUlFMc1BPUXB6MGkybHItbGYyOVV5NXl1OGp2YV9MUWo5Y0UtY3ViWlJIbU1LVnp2WXEwdmI0Y25rX002SEtZY2RKejRMR2pfOEZuQWN6MGliUmJSUnpaZVZNUklReVJqT2lxYkphMGtxTU9JdnVySkpaYVVvRmU0NHowNHhGaFJON0hPc0FvMURZSEoyai1LaVJscFdacnRZRVhYUQ?oc=5"" target=""_blank"">Sweden's finance ministry cuts economic growth forecast through 2026</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investing.com</font>","{'type': 'text/html', 'language': None, 'base': '', 'value': '<a href=""https://news.google.com/rss/articles/CBMiwgFBVV95cUxNMHNCcTJZNDVhYkdQRmpiWjdqY3hsTmwwbkhtYk5jUlFMc1BPUXB6MGkybHItbGYyOVV5NXl1OGp2YV9MUWo5Y0UtY3ViWlJIbU1LVnp2WXEwdmI0Y25rX002SEtZY2RKejRMR2pfOEZuQWN6MGliUmJSUnpaZVZNUklReVJqT2lxYkphMGtxTU9JdnVySkpaYVVvRmU0NHowNHhGaFJON0hPc0FvMURZSEoyai1LaVJscFdacnRZRVhYUQ?oc=5"" target=""_blank"">Sweden\'s finance ministry cuts economic growth forecast through 2026</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investing.com</font>'}","{'href': 'https://www.investing.com', 'title': 'Investing.com'}",[]
3,"Sweden open to power cable project if Germany reforms, minister says - Financial Times","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Sweden open to power cable project if Germany reforms, minister says - Financial Times'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMicEFVX3lxTE5qRF81VlNkckN4cVJhSU5LN3FmMS1GUThDdFBMVjhWMGpVVW54d1dDT01BU3JCdU1kcmloSzBkMXlsTUpSc25PanhvbzRZVVVVYkxZWUZ3OXBuUklmU0EyRFM2Ql9iTHgxZXdIaUhNV20?oc=5'}]",https://news.google.com/rss/articles/CBMicEFVX3lxTE5qRF81VlNkckN4cVJhSU5LN3FmMS1GUThDdFBMVjhWMGpVVW54d1dDT01BU3JCdU1kcmloSzBkMXlsTUpSc25PanhvbzRZVVVVYkxZWUZ3OXBuUklmU0EyRFM2Ql9iTHgxZXdIaUhNV20?oc=5,CBMicEFVX3lxTE5qRF81VlNkckN4cVJhSU5LN3FmMS1GUThDdFBMVjhWMGpVVW54d1dDT01BU3JCdU1kcmloSzBkMXlsTUpSc25PanhvbzRZVVVVYkxZWUZ3OXBuUklmU0EyRFM2Ql9iTHgxZXdIaUhNV20,False,"Tue, 17 Dec 2024 05:01:28 GMT","time.struct_time(tm_year=2024, tm_mon=12, tm_mday=17, tm_hour=5, tm_min=1, tm_sec=28, tm_wday=1, tm_yday=352, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMicEFVX3lxTE5qRF81VlNkckN4cVJhSU5LN3FmMS1GUThDdFBMVjhWMGpVVW54d1dDT01BU3JCdU1kcmloSzBkMXlsTUpSc25PanhvbzRZVVVVYkxZWUZ3OXBuUklmU0EyRFM2Ql9iTHgxZXdIaUhNV20?oc=5"" target=""_blank"">Sweden open to power cable project if Germany reforms, minister says</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Financial Times</font>","{'type': 'text/html', 'language': None, 'base': '', 'value': '<a href=""https://news.google.com/rss/articles/CBMicEFVX3lxTE5qRF81VlNkckN4cVJhSU5LN3FmMS1GUThDdFBMVjhWMGpVVW54d1dDT01BU3JCdU1kcmloSzBkMXlsTUpSc25PanhvbzRZVVVVYkxZWUZ3OXBuUklmU0EyRFM2Ql9iTHgxZXdIaUhNV20?oc=5"" target=""_blank"">Sweden open to power cable project if Germany reforms, minister says</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Financial Times</font>'}","{'href': 'https://www.ft.com', 'title': 'Financial Times'}",[]
4,Swedish Government Cuts Growth View as Economic Woes Linger - Bloomberg,"{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Swedish Government Cuts Growth View as Economic Woes Linger - Bloomberg'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMirwFBVV95cUxQRWVlNFB0MGdlSEJ2aGtuSlFLdVl0cTJ5TmkxdW5TanZMLXBPaExNdy1SSkY3ZzlmY19LU1dkdzVRSXdqME41TVl0Z0F5UElMT1BZbkV1TXhUU3N5SXZWYkZMOEZJdmROdG1yZEtuZTFORHlEdjlrdUdJQ2tWc3otT0QxNHBJZWlBTEt1NHRDcklDcExEOE45UXU4ejNyNzkzVS1KU1dkSWljY1l1Z0Uw?oc=5'}]",https://news.google.com/rss/articles/CBMirwFBVV95cUxQRWVlNFB0MGdlSEJ2aGtuSlFLdVl0cTJ5TmkxdW5TanZMLXBPaExNdy1SSkY3ZzlmY19LU1dkdzVRSXdqME41TVl0Z0F5UElMT1BZbkV1TXhUU3N5SXZWYkZMOEZJdmROdG1yZEtuZTFORHlEdjlrdUdJQ2tWc3otT0QxNHBJZWlBTEt1NHRDcklDcExEOE45UXU4ejNyNzkzVS1KU1dkSWljY1l1Z0Uw?oc=5,CBMirwFBVV95cUxQRWVlNFB0MGdlSEJ2aGtuSlFLdVl0cTJ5TmkxdW5TanZMLXBPaExNdy1SSkY3ZzlmY19LU1dkdzVRSXdqME41TVl0Z0F5UElMT1BZbkV1TXhUU3N5SXZWYkZMOEZJdmROdG1yZEtuZTFORHlEdjlrdUdJQ2tWc3otT0QxNHBJZWlBTEt1NHRDcklDcExEOE45UXU4ejNyNzkzVS1KU1dkSWljY1l1Z0Uw,False,"Wed, 18 Dec 2024 11:10:05 GMT","time.struct_time(tm_year=2024, tm_mon=12, tm_mday=18, tm_hour=11, tm_min=10, tm_sec=5, tm_wday=2, tm_yday=353, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMirwFBVV95cUxQRWVlNFB0MGdlSEJ2aGtuSlFLdVl0cTJ5TmkxdW5TanZMLXBPaExNdy1SSkY3ZzlmY19LU1dkdzVRSXdqME41TVl0Z0F5UElMT1BZbkV1TXhUU3N5SXZWYkZMOEZJdmROdG1yZEtuZTFORHlEdjlrdUdJQ2tWc3otT0QxNHBJZWlBTEt1NHRDcklDcExEOE45UXU4ejNyNzkzVS1KU1dkSWljY1l1Z0Uw?oc=5"" target=""_blank"">Swedish Government Cuts Growth View as Economic Woes Linger</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>","{'type': 'text/html', 'language': None, 'base': '', 'value': '<a href=""https://news.google.com/rss/articles/CBMirwFBVV95cUxQRWVlNFB0MGdlSEJ2aGtuSlFLdVl0cTJ5TmkxdW5TanZMLXBPaExNdy1SSkY3ZzlmY19LU1dkdzVRSXdqME41TVl0Z0F5UElMT1BZbkV1TXhUU3N5SXZWYkZMOEZJdmROdG1yZEtuZTFORHlEdjlrdUdJQ2tWc3otT0QxNHBJZWlBTEt1NHRDcklDcExEOE45UXU4ejNyNzkzVS1KU1dkSWljY1l1Z0Uw?oc=5"" target=""_blank"">Swedish Government Cuts Growth View as Economic Woes Linger</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg</font>'}","{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",[]
5,"Swedish central bank cuts policy rate, cautious on easing in 2025 - Global Banking And Finance Review","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Swedish central bank cuts policy rate, cautious on easing in 2025 - Global Banking And Finance Review'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMiqAFBVV95cUxPcnBtcjZyUEl3ZUhtYmloLUw3aVZjVm1GLVk3a3I3M1Bhd0ZMNWtaOS1zdmNLc1Y0QVZaSmNycUVhbjF4N3lILWo1QlRfV24yaG5mcS1DcldqTEFWbnBWanRncDdUTUpuOTVjQVh4dDhIWlRFdEk5V1pacmFoRnZMQ194Y1B0TVJDVElfemhuUVFMY1Q4dktpRGwxZG5vcnFrR2hqaExnZWs?oc=5'}]",https://news.google.com/rss/articles/CBMiqAFBVV95cUxPcnBtcjZyUEl3ZUhtYmloLUw3aVZjVm1GLVk3a3I3M1Bhd0ZMNWtaOS1zdmNLc1Y0QVZaSmNycUVhbjF4N3lILWo1QlRfV24yaG5mcS1DcldqTEFWbnBWanRncDdUTUpuOTVjQVh4dDhIWlRFdEk5V1pacmFoRnZMQ194Y1B0TVJDVElfemhuUVFMY1Q4dktpRGwxZG5vcnFrR2hqaExnZWs?oc=5,CBMiqAFBVV95cUxPcnBtcjZyUEl3ZUhtYmloLUw3aVZjVm1GLVk3a3I3M1Bhd0ZMNWtaOS1zdmNLc1Y0QVZaSmNycUVhbjF4N3lILWo1QlRfV24yaG5mcS1DcldqTEFWbnBWanRncDdUTUpuOTVjQVh4dDhIWlRFdEk5V1pacmFoRnZMQ194Y1B0TVJDVElfemhuUVFMY1Q4dktpRGwxZG5vcnFrR2hqaExnZWs,False,"Thu, 19 Dec 2024 11:50:47 GMT","time.struct_time(tm_year=2024, tm_mon=12, tm_mday=19, tm_hour=11, tm_min=50, tm_sec=47, tm_wday=3, tm_yday=354, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMiqAFBVV95cUxPcnBtcjZyUEl3ZUhtYmloLUw3aVZjVm1GLVk3a3I3M1Bhd0ZMNWtaOS1zdmNLc1Y0QVZaSmNycUVhbjF4N3lILWo1QlRfV24yaG5mcS1DcldqTEFWbnBWanRncDdUTUpuOTVjQVh4dDhIWlRFdEk5V1pacmFoRnZMQ194Y1B0TVJDVElfemhuUVFMY1Q4dktpRGwxZG5vcnFrR2hqaExnZWs?oc=5"" target=""_blank"">Swedish central bank cuts policy rate, cautious on easing in 2025</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Global Banking And Finance Review</font>","{'type': 'text/html', 'language': None, 'base': '', 'value': '<a href=""https://news.google.com/rss/articles/CBMiqAFBVV95cUxPcnBtcjZyUEl3ZUhtYmloLUw3aVZjVm1GLVk3a3I3M1Bhd0ZMNWtaOS1zdmNLc1Y0QVZaSmNycUVhbjF4N3lILWo1QlRfV24yaG5mcS1DcldqTEFWbnBWanRncDdUTUpuOTVjQVh4dDhIWlRFdEk5V1pacmFoRnZMQ194Y1B0TVJDVElfemhuUVFMY1Q4dktpRGwxZG5vcnFrR2hqaExnZWs?oc=5"" target=""_blank"">Swedish central bank cuts policy rate, cautious on easing in 2025</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Global Banking And Finance Review</font>'}","{'href': 'https://www.globalbankingandfinance.com', 'title': 'Global Banking And Finance Review'}",[]
6,Klarna tells employees it will start drug testing workers in Sweden - AOL,"{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Klarna tells employees it will start drug testing workers in Sweden - AOL'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMid0FVX3lxTE5pc3FmMzVFREdyejhjNHRhTlUzTzIyVHlDME5JejFweVFGTVZ2YmVHdEJNSERlTFZOdG1jdFpRNmlDSTVRNFVQQnpGMXJqTGpLbDRxTG91UjJKRVVubEVWQ3d6dDZhTGhKWUVRV3NNem82UHJBbzFZ?oc=5'}]",https://news.google.com/rss/articles/CBMid0FVX3lxTE5pc3FmMzVFREdyejhjNHRhTlUzTzIyVHlDME5JejFweVFGTVZ2YmVHdEJNSERlTFZOdG1jdFpRNmlDSTVRNFVQQnpGMXJqTGpLbDRxTG91UjJKRVVubEVWQ3d6dDZhTGhKWUVRV3NNem82UHJBbzFZ?oc=5,CBMid0FVX3lxTE5pc3FmMzVFREdyejhjNHRhTlUzTzIyVHlDME5JejFweVFGTVZ2YmVHdEJNSERlTFZOdG1jdFpRNmlDSTVRNFVQQnpGMXJqTGpLbDRxTG91UjJKRVVubEVWQ3d6dDZhTGhKWUVRV3NNem82UHJBbzFZ,False,"Mon, 16 Dec 2024 17:51:02 GMT","time.struct_time(tm_year=2024, tm_mon=12, tm_mday=16, tm_hour=17, tm_min=51, tm_sec=2, tm_wday=0, tm_yday=351, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMid0FVX3lxTE5pc3FmMzVFREdyejhjNHRhTlUzTzIyVHlDME5JejFweVFGTVZ2YmVHdEJNSERlTFZOdG1jdFpRNmlDSTVRNFVQQnpGMXJqTGpLbDRxTG91UjJKRVVubEVWQ3d6dDZhTGhKWUVRV3NNem82UHJBbzFZ?oc=5"" target=""_blank"">Klarna tells employees it will start drug testing workers in Sweden</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AOL</font>","{'type': 'text/html', 'language': None, 'base': '', 'value': '<a href=""https://news.google.com/rss/articles/CBMid0FVX3lxTE5pc3FmMzVFREdyejhjNHRhTlUzTzIyVHlDME5JejFweVFGTVZ2YmVHdEJNSERlTFZOdG1jdFpRNmlDSTVRNFVQQnpGMXJqTGpLbDRxTG91UjJKRVVubEVWQ3d6dDZhTGhKWUVRV3NNem82UHJBbzFZ?oc=5"" target=""_blank"">Klarna tells employees it will start drug testing workers in Sweden</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AOL</font>'}","{'href': 'https://www.aol.com', 'title': 'AOL'}",[]
7,Telenor Sweden Appoints Jonas Edén as CEO for 2025 - CEOWORLD magazine,"{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Telenor Sweden Appoints Jonas Edén as CEO for 2025 - CEOWORLD magazine'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.google.com/rss/articles/CBMiiwFBVV95cUxOU1pDRk5pTHBfU2ZEWFQtanlNX19GLV9nOVZCUDUwbllVcG9ZcndBZmVhSGkwNVdDc211cHlNa0NJbE9HUElRdEtjMkpJd21tdGhtdnh5YzhLcEwwYjdxR3lHbjFDT3NHVUN6R2diSWVjYnZCQ1dFU3BJblFSRTdra3VIQWd5elpUVl9r?oc=5'}]",https://news.google.com/rss/articles/CBMiiwFBVV95cUxOU1pDRk5pTHBfU2ZEWFQtanlNX19GLV9nOVZCUDUwbllVcG9ZcndBZmVhSGkwNVdDc211cHlNa0NJbE9HUElRdEtjMkpJd21tdGhtdnh5YzhLcEwwYjdxR3lHbjFDT3NHVUN6R2diSWVjYnZCQ1dFU3BJblFSRTdra3VIQWd5elpUVl9r?oc=5,CBMiiwFBVV95cUxOU1pDRk5pTHBfU2ZEWFQtanlNX19GLV9nOVZCUDUwbllVcG9ZcndBZmVhSGkwNVdDc211cHlNa0NJbE9HUElRdEtjMkpJd21tdGhtdnh5YzhLcEwwYjdxR3lHbjFDT3NHVUN6R2diSWVjYnZCQ1dFU3BJblFSRTdra3VIQWd5elpUVl9r,False,"Wed, 18 Dec 2024 13:39:26 GMT","time.struct_time(tm_year=2024, tm_mon=12, tm_mday=18, tm_hour=13, tm_min=39, tm_sec=26, tm_wday=2, tm_yday=353, tm_isdst=0)","<a href=""https://news.google.com/rss/articles/CBMiiwFBVV95cUxOU1pDRk5pTHBfU2ZEWFQtanlNX19GLV9nOVZCUDUwbllVcG9ZcndBZmVhSGkwNVdDc211cHlNa0NJbE9HUElRdEtjMkpJd21tdGhtdnh5YzhLcEwwYjdxR3lHbjFDT3NHVUN6R2diSWVjYnZCQ1dFU3BJblFSRTdra3VIQWd5elpUVl9r?oc=5"" target=""_blank"">Telenor Sweden Appoints Jonas Edén as CEO for 2025</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CEOWORLD magazine</font>","{'type': 'text/html', 'language': None, 'base': '', 'value': '<a href=""https://news.google.com/rss/articles/CBMiiwFBVV95cUxOU1pDRk5pTHBfU2ZEWFQtanlNX19GLV9nOVZCUDUwbllVcG9ZcndBZmVhSGkwNVdDc211cHlNa0NJbE9HUElRdEtjMkpJd21tdGhtdnh5YzhLcEwwYjdxR3lHbjFDT3NHVUN6R2diSWVjYnZCQ1dFU3BJblFSRTdra3VIQWd5elpUVl9r?oc=5"" target=""_blank"">Telenor Sweden Appoints Jonas Edén as CEO for 2025</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CEOWORLD magazine</font>'}","{'href': 'https://ceoworld.biz', 'title': 'CEOWORLD magazine'}",[]
